name,rarity,source,details,wiki_page,image_url
Sloth Hat of Celebration,SPECIAL,Unobtainable,Simon,https://wiki.hypixel.net/Regular_Sloth_Hat_Of_Celebration,https://wiki.hypixel.net/images/1/16/SkyBlock_items_party_hat_sloth_regular.png
5th Anniversary Balloon Hat,SPECIAL,Unobtainable,Simon,https://wiki.hypixel.net/Anniversary_Balloon_Hat,https://wiki.hypixel.net/images/c/c6/SkyBlock_items_balloon_hat_2024_red.png
6th Anniversary Balloon Hat,SPECIAL,Unobtainable,Simon,https://wiki.hypixel.net/Anniversary_Balloon_Hat,https://wiki.hypixel.net/images/a/a1/SkyBlock_items_balloon_hat_2025_red.png
Dante Talisman,COMMON,Unobtainable,Dante,https://wiki.hypixel.net/Dante_Talisman,https://wiki.hypixel.net/images/0/0e/SkyBlock_items_dante_talisman.png
Dante Ring,COMMON,Shop Purchase,Pig Shop,https://wiki.hypixel.net/Dante_Ring,https://wiki.hypixel.net/images/2/2f/SkyBlock_items_dante_ring.png
Blood God Crest,COMMON,Shop Purchase,Pig Shop,https://wiki.hypixel.net/Blood_God_Crest,https://wiki.hypixel.net/images/c/c5/SkyBlock_items_blood_god_crest.png
Potato Talisman,COMMON,Unobtainable,Potato King / Shiny Pig,https://wiki.hypixel.net/Potato_Talisman,https://wiki.hypixel.net/images/e/e1/SkyBlock_items_potato_talisman.png
Bat Person Talisman,COMMON,Drop,Trick Or Treat Chests,https://wiki.hypixel.net/Bat_Person_Talisman,https://wiki.hypixel.net/images/1/1f/SkyBlock_items_bat_person_talisman.png
Fish Affinity Talisman,RARE,Drop,Water Hydra,https://wiki.hypixel.net/Fish_Affinity_Talisman,https://wiki.hypixel.net/images/b/b7/SkyBlock_items_fish_affinity_talisman.png
Bat Talisman,RARE,Drop,Bat,https://wiki.hypixel.net/Bat_Talisman,https://wiki.hypixel.net/images/b/ba/SkyBlock_items_bat_talisman.png
Spider Talisman,UNCOMMON,Drop,Broodmother,https://wiki.hypixel.net/Spider_Talisman,https://wiki.hypixel.net/images/5/56/SkyBlock_items_spider_talisman.png
Wolf Talisman,COMMON,Drop,Old Wolf,https://wiki.hypixel.net/Wolf_Talisman,https://wiki.hypixel.net/images/f/ff/SkyBlock_items_wolf_talisman.png
Tarantula Talisman,EPIC,Drop,Tarantula Brood,https://wiki.hypixel.net/Tarantula_Talisman,https://wiki.hypixel.net/images/8/86/SkyBlock_items_tarantula_talisman.png
Pocket Espresso Machine,COMMON,Drop,Voidgloom Seraph,https://wiki.hypixel.net/Pocket_Espresso_Machine,https://wiki.hypixel.net/images/f/fe/SkyBlock_items_pocket_espresso_machine.png
Handy Blood Chalice,COMMON,Drop,Voidgloom Seraph,https://wiki.hypixel.net/Handy_Blood_Chalice,https://wiki.hypixel.net/images/6/6b/SkyBlock_items_handy_blood_chalice.png
Lucky Hoof,UNCOMMON,Drop,Nightmare,https://wiki.hypixel.net/Lucky_Hoof,https://wiki.hypixel.net/images/4/44/Minecraft_items_iron_horse_armor.png
Netherrack-Looking Sunshade,COMMON,Drop,Smoldering Blaze and Millennia-Aged Blaze,https://wiki.hypixel.net/Netherrack-Looking_Sunshade,https://wiki.hypixel.net/images/0/09/SkyBlock_items_netherrack_looking_sunshade.png
Atmospheric Filter,RARE,Drop,Mite,https://wiki.hypixel.net/Atmospheric_Filter,https://wiki.hypixel.net/images/8/80/SkyBlock_items_atmospheric_filter.png
Runeblade Talisman,COMMON,Drop,Chillshot and Chillblade,https://wiki.hypixel.net/Runeblade_Talisman,https://wiki.hypixel.net/images/3/35/SkyBlock_items_runeblade_talisman.png
Zombie Ring,UNCOMMON,Crafting Recipe,Zombie Slayer 2,https://wiki.hypixel.net/Zombie_Ring,https://wiki.hypixel.net/images/1/18/SkyBlock_items_zombie_ring.png
Zombie Artifact,RARE,Crafting Recipe,Zombie Slayer 7,https://wiki.hypixel.net/Zombie_Artifact,https://wiki.hypixel.net/images/5/59/SkyBlock_items_zombie_artifact.png
Devour Ring,RARE,Crafting Recipe,Zombie Slayer 5,https://wiki.hypixel.net/Devour_Ring,https://wiki.hypixel.net/images/d/de/SkyBlock_items_devour_ring.png
Reaper Orb,LEGENDARY,Crafting Recipe,Zombie Slayer 8,https://wiki.hypixel.net/Reaper_Orb,https://wiki.hypixel.net/images/3/3a/SkyBlock_items_reaper_orb.png
Spider Ring,RARE,Crafting Recipe,Spider Slayer 1,https://wiki.hypixel.net/Spider_Ring,https://wiki.hypixel.net/images/b/bb/SkyBlock_items_spider_ring.png
Spider Artifact,EPIC,Crafting Recipe,Spider Slayer 7,https://wiki.hypixel.net/Spider_Artifact,https://wiki.hypixel.net/images/b/bd/SkyBlock_items_spider_artifact.png
Survivor Cube,RARE,Reward,Spider Slayer 7,https://wiki.hypixel.net/Survivor_Cube,https://wiki.hypixel.net/images/7/7b/SkyBlock_items_survivor_cube.png
Red Claw Talisman,UNCOMMON,Crafting Recipe,Wolf Slayer 1,https://wiki.hypixel.net/Red_Claw_Talisman,https://wiki.hypixel.net/images/f/f5/SkyBlock_items_red_claw_talisman.png
Red Claw Ring,RARE,Crafting Recipe,Wolf Slayer 5,https://wiki.hypixel.net/Red_Claw_Ring,https://wiki.hypixel.net/images/5/57/SkyBlock_items_red_claw_ring.png
Red Claw Artifact,EPIC,Crafting Recipe,Wolf Slayer 5,https://wiki.hypixel.net/Red_Claw_Artifact,https://wiki.hypixel.net/images/c/cb/SkyBlock_items_red_claw_artifact.png
Hunter Talisman,UNCOMMON,Crafting Recipe,Wolf Slayer 7,https://wiki.hypixel.net/Hunter_Talisman,https://wiki.hypixel.net/images/9/9c/SkyBlock_items_hunter_talisman.png
Hunter Ring,RARE,Crafting Recipe,Wolf Slayer 8,https://wiki.hypixel.net/Hunter_Ring,https://wiki.hypixel.net/images/c/cf/SkyBlock_items_hunter_ring.png
Soulflow Pile,UNCOMMON,Crafting Recipe,Enderman Slayer 2,https://wiki.hypixel.net/Soulflow_Pile,https://wiki.hypixel.net/images/8/86/SkyBlock_items_soulflow_pile.png
Soulflow Battery,RARE,Crafting Recipe,Enderman Slayer 5,https://wiki.hypixel.net/Soulflow_Battery,https://wiki.hypixel.net/images/b/b6/SkyBlock_items_soulflow_battery.png
Soulflow Supercell,EPIC,Crafting Recipe,Enderman Slayer 7,https://wiki.hypixel.net/Soulflow_Supercell,https://wiki.hypixel.net/images/2/21/SkyBlock_items_soulflow_supercell.png
Ender Relic,LEGENDARY,Crafting Recipe,Enderman Slayer 2,https://wiki.hypixel.net/Ender_Relic,https://wiki.hypixel.net/images/2/20/SkyBlock_items_ender_relic.png
Burststopper Talisman,RARE,Crafting Recipe,Blaze Slayer 3,https://wiki.hypixel.net/Burststopper_Talisman,https://wiki.hypixel.net/images/6/69/SkyBlock_items_burststopper_talisman.png
Burststopper Artifact,EPIC,Crafting Recipe,Blaze Slayer 7,https://wiki.hypixel.net/Burststopper_Artifact,https://wiki.hypixel.net/images/5/57/SkyBlock_items_burststopper_artifact.png
Wolf Paw,UNCOMMON,Reward,Gustave,https://wiki.hypixel.net/Wolf_Paw,https://wiki.hypixel.net/images/1/1c/SkyBlock_items_wolf_paw.png
Pig's Foot,RARE,Reward,Guber,https://wiki.hypixel.net/Pig%27s_Foot,https://wiki.hypixel.net/images/e/e9/SkyBlock_items_pigs_foot.png
Melody's Hair,EPIC,Reward,Melody ♫,https://wiki.hypixel.net/Melody%27s_Hair,https://wiki.hypixel.net/images/3/32/SkyBlock_items_enchanted_string.gif
Frozen Chicken,RARE,Reward,Gulliver,https://wiki.hypixel.net/Frozen_Chicken,https://wiki.hypixel.net/images/2/21/SkyBlock_items_frozen_chicken.png
King Talisman,COMMON,Reward,Kings,https://wiki.hypixel.net/King_Talisman,https://wiki.hypixel.net/images/6/68/SkyBlock_items_king_talisman.png
Shiny Yellow Rock,COMMON,Reward,Romero And Juliette,https://wiki.hypixel.net/Ring_Of_Love,https://wiki.hypixel.net/images/a/a3/SkyBlock_items_enchanted_gold_nugget.gif
Yellow Rock of Love,COMMON,Reward,Romero And Juliette,https://wiki.hypixel.net/Ring_Of_Love,https://wiki.hypixel.net/images/a/a3/SkyBlock_items_enchanted_gold_nugget.gif
Mediocore Ring Of Love,UNCOMMON,Reward,Romero And Juliette,https://wiki.hypixel.net/Ring_Of_Love,https://wiki.hypixel.net/images/6/63/SkyBlock_items_ring_of_eternal_love.png
Rubbish Ring Of Love,UNCOMMON,Reward,Romero And Juliette,https://wiki.hypixel.net/Ring_Of_Love,https://wiki.hypixel.net/images/6/63/SkyBlock_items_ring_of_eternal_love.png
Modest Ring Of Love,RARE,Reward,Romero And Juliette,https://wiki.hypixel.net/Ring_Of_Love,https://wiki.hypixel.net/images/6/63/SkyBlock_items_ring_of_eternal_love.png
Refined Ring Of Love,RARE,Reward,Romero And Juliette,https://wiki.hypixel.net/Ring_Of_Love,https://wiki.hypixel.net/images/6/63/SkyBlock_items_ring_of_eternal_love.png
Classy Ring Of Love,RARE,Reward,Romero And Juliette,https://wiki.hypixel.net/Ring_Of_Love,https://wiki.hypixel.net/images/6/63/SkyBlock_items_ring_of_eternal_love.png
Exquisite Ring Of Love,EPIC,Reward,Romero And Juliette,https://wiki.hypixel.net/Ring_Of_Love,https://wiki.hypixel.net/images/6/63/SkyBlock_items_ring_of_eternal_love.png
Invaluable Ring Of Love,EPIC,Reward,Romero And Juliette,https://wiki.hypixel.net/Ring_Of_Love,https://wiki.hypixel.net/images/6/63/SkyBlock_items_ring_of_eternal_love.png
Legendary Ring Of Love,LEGENDARY,Reward,Romero And Juliette,https://wiki.hypixel.net/Ring_Of_Love,https://wiki.hypixel.net/images/6/63/SkyBlock_items_ring_of_eternal_love.png
Campfire Initiate Badge,COMMON,Reward,Trial Of Fire,https://wiki.hypixel.net/Campfire_Badge,https://wiki.hypixel.net/images/f/fc/SkyBlock_items_campfire_talisman_1.png
Campfire Adept Badge,UNCOMMON,Reward,Trial Of Fire,https://wiki.hypixel.net/Campfire_Badge,https://wiki.hypixel.net/images/3/33/SkyBlock_items_campfire_talisman_5.png
Campfire Cultist Badge,RARE,Reward,Trial Of Fire,https://wiki.hypixel.net/Campfire_Badge,https://wiki.hypixel.net/images/3/30/SkyBlock_items_campfire_talisman_9.png
Campfire Scion Badge,EPIC,Reward,Trial Of Fire,https://wiki.hypixel.net/Campfire_Badge,https://wiki.hypixel.net/images/c/cf/SkyBlock_items_campfire_talisman_14.png
Campfire God Badge,LEGENDARY,Reward,Trial Of Fire,https://wiki.hypixel.net/Campfire_Badge,https://wiki.hypixel.net/images/2/2e/SkyBlock_items_campfire_talisman_22.png
Soul Campfire Initiate Badge,COMMON,Reward,Trial Of Blue Flames,https://wiki.hypixel.net/Soul_Campfire_Badge,https://wiki.hypixel.net/images/e/eb/SkyBlock_items_soul_campfire_talisman_1.png
Soul Campfire Adept Badge,UNCOMMON,Reward,Trial Of Blue Flames,https://wiki.hypixel.net/Soul_Campfire_Badge,https://wiki.hypixel.net/images/0/05/SkyBlock_items_soul_campfire_talisman_5.png
Soul Campfire Cultist Badge,RARE,Reward,Trial Of Blue Flames,https://wiki.hypixel.net/Soul_Campfire_Badge,https://wiki.hypixel.net/images/f/f7/SkyBlock_items_soul_campfire_talisman_9.png
Soul Campfire Scion Badge,EPIC,Reward,Trial Of Blue Flames,https://wiki.hypixel.net/Soul_Campfire_Badge,https://wiki.hypixel.net/images/6/63/SkyBlock_items_soul_campfire_talisman_13.png
Soul Campfire God Badge,LEGENDARY,Reward,Trial Of Blue Flames,https://wiki.hypixel.net/Soul_Campfire_Badge,https://wiki.hypixel.net/images/2/2a/SkyBlock_items_soul_campfire_talisman_22.png
Cat Talisman,UNCOMMON,Reward,Guildford,https://wiki.hypixel.net/Cat_Talisman,https://wiki.hypixel.net/images/6/63/SkyBlock_items_cat_talisman.png
Lynx Talisman,RARE,Reward,Guildford,https://wiki.hypixel.net/Lynx_Talisman,https://wiki.hypixel.net/images/3/31/SkyBlock_items_lynx_talisman.png
Cheetah Talisman,EPIC,Reward,Guildford,https://wiki.hypixel.net/Cheetah_Talisman,https://wiki.hypixel.net/images/b/b2/SkyBlock_items_cheetah_talisman.png
Shady Ring,UNCOMMON,Shop Purchase,Lucius,https://wiki.hypixel.net/Shady_Ring,https://wiki.hypixel.net/images/4/4b/SkyBlock_items_shady_ring.png
Crooked Artifact,RARE,Shop Purchase,Lucius,https://wiki.hypixel.net/Crooked_Artifact,https://wiki.hypixel.net/images/3/3c/SkyBlock_items_crooked_artifact.png
Seal Of The Family,EPIC,Shop Purchase,Lucius,https://wiki.hypixel.net/Seal_Of_The_Family,https://wiki.hypixel.net/images/d/d4/SkyBlock_items_seal_of_the_family.png
Odger's Bronze Tooth,COMMON,Reward,Odger,https://wiki.hypixel.net/Odger%27s_Bronze_Tooth,https://wiki.hypixel.net/images/a/a1/SkyBlock_items_odgers_bronze_tooth.png
Odger's Silver Tooth,UNCOMMON,Reward,Odger,https://wiki.hypixel.net/Odger%27s_Silver_Tooth,https://wiki.hypixel.net/images/e/e7/SkyBlock_items_odgers_silver_tooth.png
Odger's Gold Tooth,RARE,Reward,Odger,https://wiki.hypixel.net/Odger%27s_Gold_Tooth,https://wiki.hypixel.net/images/5/56/SkyBlock_items_odgers_gold_tooth.png
Odger's Diamond Tooth,EPIC,Reward,Odger,https://wiki.hypixel.net/Odger%27s_Diamond_Tooth,https://wiki.hypixel.net/images/3/30/SkyBlock_items_odgers_diamond_tooth.png
Archaeologist's Compass,COMMON,Reward,Archaeologist,https://wiki.hypixel.net/Archaeologist%27s_Compass,https://wiki.hypixel.net/images/d/dc/Minecraft_items_compass.png
Jake's Plushie,UNCOMMON,Reward,Obtained from Jake after accepting 3 offers from Beth on the Garden.,https://wiki.hypixel.net/Jake%27s_Plushie,https://wiki.hypixel.net/images/0/0a/SkyBlock_items_jake_plushie.png
Kuudra Follower Relic,LEGENDARY,Reward,Kuudra Gatekeeper,https://wiki.hypixel.net/Kuudra_Follower_Relic,https://wiki.hypixel.net/images/1/16/SkyBlock_items_kuudra_follower_relic.png
Auto Recombobulator,LEGENDARY,Loot,Catacombs Floor VII Bedrock Reward Chest,https://wiki.hypixel.net/Auto_Recombobulator,https://wiki.hypixel.net/images/1/1e/SkyBlock_items_auto_recombobulator.png
Wither Relic,LEGENDARY,Upgrade,Wither Artifact,https://wiki.hypixel.net/Wither_Relic,https://wiki.hypixel.net/images/4/46/SkyBlock_items_wither_relic.png
Catacombs Expert Ring,EPIC,Crafting Recipe,Wither Catalysts,https://wiki.hypixel.net/Catacombs_Expert_Ring,https://wiki.hypixel.net/images/d/d2/SkyBlock_items_catacombs_expert_ring.png
Scarf's Studies,RARE,Loot,Catacombs Floor II Reward Chest,https://wiki.hypixel.net/Scarf%27s_Studies,https://wiki.hypixel.net/images/3/37/SkyBlock_items_scarf_studies.png
Scarf's Thesis,EPIC,Upgrade,Scarf's Studies,https://wiki.hypixel.net/Scarf%27s_Thesis,https://wiki.hypixel.net/images/0/05/SkyBlock_items_scarf_thesis.png
Scarf's Grimoire,LEGENDARY,Upgrade,Scarf's Thesis,https://wiki.hypixel.net/Scarf%27s_Grimoire,https://wiki.hypixel.net/images/3/3c/SkyBlock_items_scarf_grimoire.png
Treasure Talisman,RARE,Loot,Floor IV-VII,https://wiki.hypixel.net/Treasure_Talisman,https://wiki.hypixel.net/images/0/09/SkyBlock_items_treasure_talisman.png
Treasure Ring,EPIC,Upgrade,Treasure Talisman,https://wiki.hypixel.net/Treasure_Ring,https://wiki.hypixel.net/images/4/41/SkyBlock_items_treasure_ring.png
Treasure Artifact,LEGENDARY,Upgrade,Treasure Ring,https://wiki.hypixel.net/Treasure_Artifact,https://wiki.hypixel.net/images/8/84/SkyBlock_items_treasure_artifact.png
Master Skulls,COMMON-LEGENDARY,Loot,Master Mode Floor I-VII Reward Chests,https://wiki.hypixel.net/Master_Skull_-_Tier_1,https://wiki.hypixel.net/images/a/af/SkyBlock_items_master_skull_tier_1.png
General's Medallion,RARE,Shop Purchase,Zodd,https://wiki.hypixel.net/General%27s_Medallion,https://wiki.hypixel.net/images/6/6c/SkyBlock_items_general_medallion.png
Titanium Talisman,UNCOMMON,Forge Recipe,Heart of the Mountain Tier 2,https://wiki.hypixel.net/Titanium_Talisman,https://wiki.hypixel.net/images/a/ac/SkyBlock_items_titanium_talisman.png
Titanium Ring,RARE,Forge Recipe,Heart of the Mountain Tier 3,https://wiki.hypixel.net/Titanium_Ring,https://wiki.hypixel.net/images/e/ec/SkyBlock_items_titanium_ring.png
Titanium Artifact,EPIC,Forge Recipe,Heart of the Mountain Tier 4,https://wiki.hypixel.net/Titanium_Artifact,https://wiki.hypixel.net/images/4/42/SkyBlock_items_titanium_artifact.png
Titanium Relic,LEGENDARY,Forge Recipe,Heart of the Mountain Tier 5,https://wiki.hypixel.net/Titanium_Relic,https://wiki.hypixel.net/images/1/14/SkyBlock_items_titanium_relic.png
Dwarven Metal Talisman,UNCOMMON,Forge Recipe,Heart of the Mountain Tier 8,https://wiki.hypixel.net/Dwarven_Metal_Talisman,https://wiki.hypixel.net/images/6/61/SkyBlock_items_dwarven_metal.png
Relic Of Power,EPIC,Forge Recipe,Heart of the Mountain Tier 10,https://wiki.hypixel.net/Relic_Of_Power,https://wiki.hypixel.net/images/d/d7/SkyBlock_items_power_relic.png
Artifact Of Control,LEGENDARY,Shop Purchase,Shen's Auction,https://wiki.hypixel.net/Artifact_Of_Control,https://wiki.hypixel.net/images/e/ec/SkyBlock_items_artifact_of_control.png
Pandora's Box,COMMON to MYTHIC,Shop Purchase,Shen's Auction,https://wiki.hypixel.net/Pandora%27s_Box,https://wiki.hypixel.net/images/8/8d/SkyBlock_items_pandoras_box.png
Shen's Regalia,LEGENDARY,Shop Purchase,Shen's Auction,https://wiki.hypixel.net/Shen%27s_Regalia,https://wiki.hypixel.net/images/f/f1/SkyBlock_items_shens_regalia.png
Book Of Progression,COMMON to MYTHIC,Reward,SkyBlock Level 25-400,https://wiki.hypixel.net/Book_Of_Progression,https://wiki.hypixel.net/images/2/26/Minecraft_items_book.png
Wolf Ring,RARE,Upgrade,Wolf Talisman,https://wiki.hypixel.net/Wolf_Ring,https://wiki.hypixel.net/images/0/0b/SkyBlock_items_wolf_ring.png
Bat Person Ring,UNCOMMON,Upgrade,Bat Person Talisman,https://wiki.hypixel.net/Bat_Person_Ring,https://wiki.hypixel.net/images/f/f1/SkyBlock_items_bat_person_ring.png
Bat Person Artifact,RARE,Upgrade,Bat Person Ring,https://wiki.hypixel.net/Bat_Person_Artifact,https://wiki.hypixel.net/images/4/40/SkyBlock_items_bat_person_artifact.png
Eternal Hoof,RARE,Upgrade,Lucky Hoof,https://wiki.hypixel.net/Eternal_Hoof,https://wiki.hypixel.net/images/0/07/Minecraft_items_golden_horse_armor.png
Spiked Atrocity,EPIC,Upgrade,Bait Ring,https://wiki.hypixel.net/Spiked_Atrocity,https://wiki.hypixel.net/images/0/02/SkyBlock_items_spiked_atrocity.png
Blaze Talisman,RARE,Crafting Recipe,Millennia-Aged Blazes,https://wiki.hypixel.net/Blaze_Talisman,https://wiki.hypixel.net/images/8/8c/SkyBlock_items_blaze_talisman.png
Pulse Ring,UNCOMMON to LEGENDARY,Crafting Recipe,Fire Eels,https://wiki.hypixel.net/Pulse_Ring,https://wiki.hypixel.net/images/5/57/SkyBlock_items_pulse_ring.png
Burning Kuudra Core,RARE,Loot,Kuudra,https://wiki.hypixel.net/Burning_Kuudra_Core,https://wiki.hypixel.net/images/3/39/SkyBlock_items_burning_kuudra_core.png
Fiery Kuudra Core,EPIC,Upgrade,Burning Kuudra Core,https://wiki.hypixel.net/Fiery_Kuudra_Core,https://wiki.hypixel.net/images/1/16/SkyBlock_items_fiery_kuudra_core.png
Infernal Kuudra Core,LEGENDARY,Upgrade,Fiery Kuudra Core,https://wiki.hypixel.net/Infernal_Kuudra_Core,https://wiki.hypixel.net/images/c/c5/SkyBlock_items_infernal_kuudra_core.png
Draconic Talisman,UNCOMMON,Crafting Recipe,Nest Endermites,https://wiki.hypixel.net/Draconic_Talisman,https://wiki.hypixel.net/images/3/3a/SkyBlock_items_draconic_talisman.png
Draconic Ring,RARE,Upgrade,Draconic Talisman,https://wiki.hypixel.net/Draconic_Ring,https://wiki.hypixel.net/images/3/39/SkyBlock_items_draconic_ring.png
Draconic Artifact,EPIC,Upgrade,Draconic Ring,https://wiki.hypixel.net/Draconic_Artifact,https://wiki.hypixel.net/images/3/3a/SkyBlock_items_draconic_artifact.png
Vaccine Ring,UNCOMMON,Upgrade,Vaccine Talisman,https://wiki.hypixel.net/Vaccine_Ring,https://wiki.hypixel.net/images/f/f4/SkyBlock_items_vaccine_ring.png
Vaccine Artifact,RARE,Upgrade,Vaccine Ring,https://wiki.hypixel.net/Vaccine_Artifact,https://wiki.hypixel.net/images/c/cd/SkyBlock_items_vaccine_artifact.png
Glacial Talisman,COMMON,Frozen Treasure,Collected in the Glacial Cave on Jerry's Workshop.,https://wiki.hypixel.net/Glacial_Talisman,https://wiki.hypixel.net/images/3/30/SkyBlock_items_glacial_talisman.png
Glacial Ring,UNCOMMON,Upgrade,Glacial Talisman,https://wiki.hypixel.net/Glacial_Ring,https://wiki.hypixel.net/images/6/65/SkyBlock_items_glacial_ring.png
Glacial Artifact,RARE,Upgrade,Glacial Ring,https://wiki.hypixel.net/Glacial_Artifact,https://wiki.hypixel.net/images/1/12/SkyBlock_items_glacial_artifact.png
Cropie Talisman,COMMON,Crafting Recipe,Cropies,https://wiki.hypixel.net/Cropie_Talisman,https://wiki.hypixel.net/images/3/3d/SkyBlock_items_cropie_talisman.png
Squash Ring,UNCOMMON,Upgrade,Cropie Talisman,https://wiki.hypixel.net/Squash_Ring,https://wiki.hypixel.net/images/9/9a/SkyBlock_items_squash_ring.png
Fermento Artifact,RARE,Upgrade,Squash Ring,https://wiki.hypixel.net/Fermento_Artifact,https://wiki.hypixel.net/images/a/a8/SkyBlock_items_fermento_artifact.png
Fried Frozen Chicken,EPIC,Upgrade,Frozen Chicken,https://wiki.hypixel.net/Fried_Frozen_Chicken,https://wiki.hypixel.net/images/f/fb/SkyBlock_items_fried_frozen_chicken.png
Emperor's Talisman,UNCOMMON,Crafting Recipe,Emperor's Skulls,https://wiki.hypixel.net/Emperor%27s_Talisman,https://wiki.hypixel.net/images/c/c7/SkyBlock_items_emperor_talisman.png
Emperor's Ring,RARE,Upgrade,Emperor's Talisman,https://wiki.hypixel.net/Emperor%27s_Ring,https://wiki.hypixel.net/images/e/ee/SkyBlock_items_emperor_ring.png
Emperor's Artifact,EPIC,Upgrade,Emperor's Ring,https://wiki.hypixel.net/Emperor%27s_Artifact,https://wiki.hypixel.net/images/2/2a/SkyBlock_items_emperor_artifact.png
Runeblade Ring,UNCOMMON,Upgrade,Runeblade Talisman,https://wiki.hypixel.net/Runeblade_Ring,https://wiki.hypixel.net/images/1/1d/SkyBlock_items_runeblade_ring.png
Runeblade Artifact,RARE,Upgrade,Runeblade Ring,https://wiki.hypixel.net/Runeblade_Artifact,https://wiki.hypixel.net/images/e/ec/SkyBlock_items_runeblade_artifact.png
Bingo Combat Talisman,COMMON,Reward,Completing Extreme Bingo tasks. Exclusive to Bingo Profile.,https://wiki.hypixel.net/Bingo_Combat_Talisman,https://wiki.hypixel.net/images/5/54/SkyBlock_items_bingo_combat_talisman.png
Lush Talisman,UNCOMMON,Crafting Recipe,Lush Berberis,https://wiki.hypixel.net/Lush_Talisman,https://wiki.hypixel.net/images/4/4f/SkyBlock_items_lush_talisman.png
Lush Ring,RARE,Upgrade,Lush Talisman,https://wiki.hypixel.net/Lush_Ring,https://wiki.hypixel.net/images/4/48/SkyBlock_items_lush_ring.png
Lush Artifact,EPIC,Upgrade,Lush Ring,https://wiki.hypixel.net/Lush_Artifact,https://wiki.hypixel.net/images/6/68/SkyBlock_items_lush_artifact.png
Agarimoo Talisman,COMMON,Crafting Recipe,Agarimoo Tongues,https://wiki.hypixel.net/Agarimoo_Talisman,https://wiki.hypixel.net/images/9/91/SkyBlock_items_agarimoo_talisman.png
Agarimoo Ring,UNCOMMON,Upgrade,Agarimoo Talisman,https://wiki.hypixel.net/Agarimoo_Ring,https://wiki.hypixel.net/images/4/4d/SkyBlock_items_agarimoo_ring.png
Agarimoo Artifact,RARE,Upgrade,Agarimoo Ring,https://wiki.hypixel.net/Agarimoo_Artifact,https://wiki.hypixel.net/images/d/d9/SkyBlock_items_agarimoo_artifact.png
Bluertooth Ring,EPIC,Upgrade,Bluetooth Ring,https://wiki.hypixel.net/Bluertooth_Ring,https://wiki.hypixel.net/images/f/f5/SkyBlock_items_bluertooth_ring.png
Blood Donor Talisman,COMMON,Crafting Recipe,Hemovibe Collection II,https://wiki.hypixel.net/Blood_Donor_Talisman,https://wiki.hypixel.net/images/5/51/SkyBlock_items_blood_donor_talisman.png
Blood Donor Ring,UNCOMMON,Crafting Recipe,Hemovibe Collection VI,https://wiki.hypixel.net/Blood_Donor_Ring,https://wiki.hypixel.net/images/b/b5/SkyBlock_items_blood_donor_ring.png
Blood Donor Artifact,RARE,Crafting Recipe,Hemovibe Collection IX,https://wiki.hypixel.net/Blood_Donor_Artifact,https://wiki.hypixel.net/images/7/77/SkyBlock_items_blood_donor_artifact.png
Test Bucket Please Ignore,UNCOMMON,Reward,Mirrorverse,https://wiki.hypixel.net/Test_Bucket_Please_Ignore,https://wiki.hypixel.net/images/8/8b/SkyBlock_items_test_bucket_please_ignore.png
Big Brain Talisman,COMMON,Reward,Mirrorverse,https://wiki.hypixel.net/Big_Brain_Talisman,https://wiki.hypixel.net/images/7/7e/SkyBlock_items_big_brain_talisman.png
Miniaturized Tubulator,UNCOMMON,Reward,Mirrorverse,https://wiki.hypixel.net/Miniaturized_Tubulator,https://wiki.hypixel.net/images/b/bd/SkyBlock_items_miniaturized_tubulator.png
Tiny Dancer,UNCOMMON,Reward,Mirrorverse,https://wiki.hypixel.net/Tiny_Dancer,https://wiki.hypixel.net/images/a/a3/SkyBlock_items_tiny_dancer.png
Rift Prism,RARE,Auction,Barrier Street,https://wiki.hypixel.net/Rift_Prism,https://wiki.hypixel.net/images/b/b3/SkyBlock_items_rift_prism.png
Bluetooth Ring,RARE,Crafting Recipe,Living Metal Hearts,https://wiki.hypixel.net/Bluetooth_Ring,https://wiki.hypixel.net/images/0/01/SkyBlock_items_bluetooth_ring.png
Future Calories Talisman,COMMON,Crafting Recipe,Pre-Digestion Fish,https://wiki.hypixel.net/Future_Calories_Talisman,https://wiki.hypixel.net/images/5/5c/SkyBlock_items_future_calories.png
Vampire Dentist Relic,LEGENDARY,Crafting Recipe,Vampire Slayer,https://wiki.hypixel.net/Vampire_Dentist_Relic,https://wiki.hypixel.net/images/f/f8/SkyBlock_items_vampire_dentist_relic.png
Hocus-Pocus Cipher,EPIC,Purchase,Dark Auction,https://wiki.hypixel.net/Hocus-Pocus_Cipher,https://wiki.hypixel.net/images/1/1d/SkyBlock_items_hocus_pocus_cipher.png
IQ Point,COMMON,Reward,Ubik Von Neumann,https://wiki.hypixel.net/IQ_Point,https://wiki.hypixel.net/images/4/45/SkyBlock_items_iq_point.png
2 IQ Points,UNCOMMON,Upgrade,IQ Point,https://wiki.hypixel.net/2_IQ_Points,https://wiki.hypixel.net/images/9/95/SkyBlock_items_two_iq_point.png
Respiration Talisman,COMMON,Crafting Recipe,Puff Cruxes,https://wiki.hypixel.net/Respiration_Talisman,https://wiki.hypixel.net/images/7/74/SkyBlock_items_respiration_talisman.png
Respiration Ring,UNCOMMON,Crafting Recipe,Puff Cruxes,https://wiki.hypixel.net/Respiration_Ring,https://wiki.hypixel.net/images/1/18/SkyBlock_items_respiration_ring.png
